"Woningtype";"Bouwjaarklasse";"Perioden";"Regio's";"Beginstand woningvoorraad (aantal)";"Gemiddelde oppervlakte (m2)"
"Eengezinswoning";"1985 tot 1995";"2017";"Amsterdam";10517;96
"Eengezinswoning";"1985 tot 1995";"2018";"Amsterdam";10518;97
"Eengezinswoning";"1985 tot 1995";"2019";"Amsterdam";10502;97
"Eengezinswoning";"1985 tot 1995";"2020";"Amsterdam";10476;98
"Eengezinswoning";"1985 tot 1995";"2021";"Amsterdam";10469;98
"Eengezinswoning";"1985 tot 1995";"2022";"Amsterdam";10460;98
"Eengezinswoning";"1985 tot 1995";"2023";"Amsterdam";10870;100
"Eengezinswoning";"1985 tot 1995";"2024";"Amsterdam";10866;100
"Eengezinswoning";"1985 tot 1995";"2025";"Amsterdam";10865;101
"Eengezinswoning";"1985 tot 1995";"2026";"Amsterdam";10864;101
"Eengezinswoning";"1985 tot 1995";"2012";"'s-Gravenhage (gemeente)";2362;125
"Eengezinswoning";"1985 tot 1995";"2013";"'s-Gravenhage (gemeente)";2353;125
"Eengezinswoning";"1985 tot 1995";"2014";"'s-Gravenhage (gemeente)";2349;125
"Eengezinswoning";"1985 tot 1995";"2015";"'s-Gravenhage (gemeente)";2348;125
"Eengezinswoning";"1985 tot 1995";"2016";"'s-Gravenhage (gemeente)";2348;125
"Eengezinswoning";"1985 tot 1995";"2017";"'s-Gravenhage (gemeente)";2347;125
"Eengezinswoning";"1985 tot 1995";"2018";"'s-Gravenhage (gemeente)";2288;127
"Eengezinswoning";"1985 tot 1995";"2019";"'s-Gravenhage (gemeente)";2288;128
"Eengezinswoning";"1985 tot 1995";"2020";"'s-Gravenhage (gemeente)";2290;128
"Eengezinswoning";"1985 tot 1995";"2021";"'s-Gravenhage (gemeente)";2291;128
"Eengezinswoning";"1985 tot 1995";"2022";"'s-Gravenhage (gemeente)";2288;128
"Eengezinswoning";"1985 tot 1995";"2023";"'s-Gravenhage (gemeente)";2288;128
"Eengezinswoning";"1985 tot 1995";"2024";"'s-Gravenhage (gemeente)";2287;128
"Eengezinswoning";"1985 tot 1995";"2025";"'s-Gravenhage (gemeente)";2287;129
"Eengezinswoning";"1985 tot 1995";"2026";"'s-Gravenhage (gemeente)";2279;128
"Eengezinswoning";"1985 tot 1995";"2012";"Rotterdam";11408;118
"Eengezinswoning";"1985 tot 1995";"2013";"Rotterdam";11418;118
"Eengezinswoning";"1985 tot 1995";"2014";"Rotterdam";11422;118
"Eengezinswoning";"1985 tot 1995";"2015";"Rotterdam";11412;118
"Eengezinswoning";"1985 tot 1995";"2016";"Rotterdam";11413;118
"Eengezinswoning";"1985 tot 1995";"2017";"Rotterdam";11412;118
"Eengezinswoning";"1985 tot 1995";"2018";"Rotterdam";11409;118
"Eengezinswoning";"1985 tot 1995";"2019";"Rotterdam";11413;118
"Eengezinswoning";"1985 tot 1995";"2020";"Rotterdam";11416;118
"Eengezinswoning";"1985 tot 1995";"2021";"Rotterdam";11415;115
"Eengezinswoning";"1985 tot 1995";"2022";"Rotterdam";11410;116
"Eengezinswoning";"1985 tot 1995";"2023";"Rotterdam";11408;116
"Eengezinswoning";"1985 tot 1995";"2024";"Rotterdam";11408;116
"Eengezinswoning";"1985 tot 1995";"2025";"Rotterdam";11414;116
"Eengezinswoning";"1985 tot 1995";"2026";"Rotterdam";11424;116
"Eengezinswoning";"1985 tot 1995";"2012";"Utrecht (gemeente)";4712;106
"Eengezinswoning";"1985 tot 1995";"2013";"Utrecht (gemeente)";4606;106
"Eengezinswoning";"1985 tot 1995";"2014";"Utrecht (gemeente)";4575;106
"Eengezinswoning";"1985 tot 1995";"2015";"Utrecht (gemeente)";4576;106
"Eengezinswoning";"1985 tot 1995";"2016";"Utrecht (gemeente)";4580;108
"Eengezinswoning";"1985 tot 1995";"2017";"Utrecht (gemeente)";4574;108
"Eengezinswoning";"1985 tot 1995";"2018";"Utrecht (gemeente)";4570;107
"Eengezinswoning";"1985 tot 1995";"2019";"Utrecht (gemeente)";4586;106
"Eengezinswoning";"1985 tot 1995";"2020";"Utrecht (gemeente)";4582;106
"Eengezinswoning";"1985 tot 1995";"2021";"Utrecht (gemeente)";4581;107
"Eengezinswoning";"1985 tot 1995";"2022";"Utrecht (gemeente)";4564;107
"Eengezinswoning";"1985 tot 1995";"2023";"Utrecht (gemeente)";4564;107
"Eengezinswoning";"1985 tot 1995";"2024";"Utrecht (gemeente)";4563;107
"Eengezinswoning";"1985 tot 1995";"2025";"Utrecht (gemeente)";4566;107
"Eengezinswoning";"1985 tot 1995";"2026";"Utrecht (gemeente)";4555;107
"Eengezinswoning";"1995 tot 2005";"2012";"Nederland";543619;151
"Eengezinswoning";"1995 tot 2005";"2013";"Nederland";542773;152
"Eengezinswoning";"1995 tot 2005";"2014";"Nederland";539751;152
"Eengezinswoning";"1995 tot 2005";"2015";"Nederland";539160;152
"Eengezinswoning";"1995 tot 2005";"2016";"Nederland";538657;153
"Eengezinswoning";"1995 tot 2005";"2017";"Nederland";538026;153
"Eengezinswoning";"1995 tot 2005";"2018";"Nederland";536330;153
"Eengezinswoning";"1995 tot 2005";"2019";"Nederland";535978;153
"Eengezinswoning";"1995 tot 2005";"2020";"Nederland";534930;153
"Eengezinswoning";"1995 tot 2005";"2021";"Nederland";535011;154
"Eengezinswoning";"1995 tot 2005";"2022";"Nederland";534541;155
"Eengezinswoning";"1995 tot 2005";"2023";"Nederland";534046;156
"Eengezinswoning";"1995 tot 2005";"2024";"Nederland";533608;157
"Eengezinswoning";"1995 tot 2005";"2025";"Nederland";533197;157
"Eengezinswoning";"1995 tot 2005";"2026";"Nederland";532646;157
"Eengezinswoning";"1995 tot 2005";"2012";"Amsterdam";7189;124
"Eengezinswoning";"1995 tot 2005";"2013";"Amsterdam";7191;125
"Eengezinswoning";"1995 tot 2005";"2014";"Amsterdam";7188;125
"Eengezinswoning";"1995 tot 2005";"2015";"Amsterdam";7208;125
"Eengezinswoning";"1995 tot 2005";"2016";"Amsterdam";7207;125
"Eengezinswoning";"1995 tot 2005";"2017";"Amsterdam";7212;126
"Eengezinswoning";"1995 tot 2005";"2018";"Amsterdam";7209;126
"Eengezinswoning";"1995 tot 2005";"2019";"Amsterdam";7201;126
"Eengezinswoning";"1995 tot 2005";"2020";"Amsterdam";7197;127
"Eengezinswoning";"1995 tot 2005";"2021";"Amsterdam";7176;127
"Eengezinswoning";"1995 tot 2005";"2022";"Amsterdam";7157;127
"Eengezinswoning";"1995 tot 2005";"2023";"Amsterdam";7377;129
"Eengezinswoning";"1995 tot 2005";"2024";"Amsterdam";7375;129
"Eengezinswoning";"1995 tot 2005";"2025";"Amsterdam";7342;129
"Eengezinswoning";"1995 tot 2005";"2026";"Amsterdam";7335;130
"Eengezinswoning";"1995 tot 2005";"2012";"'s-Gravenhage (gemeente)";16300;135
"Eengezinswoning";"1995 tot 2005";"2013";"'s-Gravenhage (gemeente)";16299;135
"Eengezinswoning";"1995 tot 2005";"2014";"'s-Gravenhage (gemeente)";16304;135
"Eengezinswoning";"1995 tot 2005";"2015";"'s-Gravenhage (gemeente)";16323;135
"Eengezinswoning";"1995 tot 2005";"2016";"'s-Gravenhage (gemeente)";16337;135
"Eengezinswoning";"1995 tot 2005";"2017";"'s-Gravenhage (gemeente)";16339;135
"Eengezinswoning";"1995 tot 2005";"2018";"'s-Gravenhage (gemeente)";16335;135
"Eengezinswoning";"1995 tot 2005";"2019";"'s-Gravenhage (gemeente)";16328;135
"Eengezinswoning";"1995 tot 2005";"2020";"'s-Gravenhage (gemeente)";16328;136
"Eengezinswoning";"1995 tot 2005";"2021";"'s-Gravenhage (gemeente)";16331;136
"Eengezinswoning";"1995 tot 2005";"2022";"'s-Gravenhage (gemeente)";16320;136
"Eengezinswoning";"1995 tot 2005";"2023";"'s-Gravenhage (gemeente)";16319;136
"Eengezinswoning";"1995 tot 2005";"2024";"'s-Gravenhage (gemeente)";16320;136
"Eengezinswoning";"1995 tot 2005";"2025";"'s-Gravenhage (gemeente)";16315;136
"Eengezinswoning";"1995 tot 2005";"2026";"'s-Gravenhage (gemeente)";16315;136
"Eengezinswoning";"1995 tot 2005";"2012";"Rotterdam";7235;132
"Eengezinswoning";"1995 tot 2005";"2013";"Rotterdam";7248;133
"Eengezinswoning";"1995 tot 2005";"2014";"Rotterdam";7251;132
"Eengezinswoning";"1995 tot 2005";"2015";"Rotterdam";7249;132
"Eengezinswoning";"1995 tot 2005";"2016";"Rotterdam";7248;132
"Eengezinswoning";"1995 tot 2005";"2017";"Rotterdam";7247;132
"Eengezinswoning";"1995 tot 2005";"2018";"Rotterdam";7247;132
"Eengezinswoning";"1995 tot 2005";"2019";"Rotterdam";7247;132
"Eengezinswoning";"1995 tot 2005";"2020";"Rotterdam";7245;132
"Eengezinswoning";"1995 tot 2005";"2021";"Rotterdam";7245;133
"Eengezinswoning";"1995 tot 2005";"2022";"Rotterdam";7246;133
"Eengezinswoning";"1995 tot 2005";"2023";"Rotterdam";7247;134
"Eengezinswoning";"1995 tot 2005";"2024";"Rotterdam";7248;134
"Eengezinswoning";"1995 tot 2005";"2025";"Rotterdam";7246;134
"Eengezinswoning";"1995 tot 2005";"2026";"Rotterdam";7293;135
"Eengezinswoning";"1995 tot 2005";"2012";"Utrecht (gemeente)";10219;120
"Eengezinswoning";"1995 tot 2005";"2013";"Utrecht (gemeente)";10078;120
"Eengezinswoning";"1995 tot 2005";"2014";"Utrecht (gemeente)";10071;120
"Eengezinswoning";"1995 tot 2005";"2015";"Utrecht (gemeente)";10071;120
"Eengezinswoning";"1995 tot 2005";"2016";"Utrecht (gemeente)";10071;121
"Eengezinswoning";"1995 tot 2005";"2017";"Utrecht (gemeente)";10074;121
"Eengezinswoning";"1995 tot 2005";"2018";"Utrecht (gemeente)";10075;121
"Eengezinswoning";"1995 tot 2005";"2019";"Utrecht (gemeente)";10070;121
"Eengezinswoning";"1995 tot 2005";"2020";"Utrecht (gemeente)";9949;121
"Eengezinswoning";"1995 tot 2005";"2021";"Utrecht (gemeente)";9944;121
"Eengezinswoning";"1995 tot 2005";"2022";"Utrecht (gemeente)";9936;121
"Eengezinswoning";"1995 tot 2005";"2023";"Utrecht (gemeente)";9881;122
"Eengezinswoning";"1995 tot 2005";"2024";"Utrecht (gemeente)";9880;122
"Eengezinswoning";"1995 tot 2005";"2025";"Utrecht (gemeente)";9878;122
"Eengezinswoning";"1995 tot 2005";"2026";"Utrecht (gemeente)";9879;123
"Eengezinswoning";"2005 tot 2015";"2012";"Nederland";251992;164
"Eengezinswoning";"2005 tot 2015";"2013";"Nederland";282568;163
"Eengezinswoning";"2005 tot 2015";"2014";"Nederland";304684;162
"Eengezinswoning";"2005 tot 2015";"2015";"Nederland";327219;161
"Eengezinswoning";"2005 tot 2015";"2016";"Nederland";330367;162
"Eengezinswoning";"2005 tot 2015";"2017";"Nederland";330413;162
"Eengezinswoning";"2005 tot 2015";"2018";"Nederland";331114;162
"Eengezinswoning";"2005 tot 2015";"2019";"Nederland";330238;162
"Eengezinswoning";"2005 tot 2015";"2020";"Nederland";330467;162
"Eengezinswoning";"2005 tot 2015";"2021";"Nederland";330222;162
"Eengezinswoning";"2005 tot 2015";"2022";"Nederland";330466;164
"Eengezinswoning";"2005 tot 2015";"2023";"Nederland";330226;164
"Eengezinswoning";"2005 tot 2015";"2024";"Nederland";330087;164
"Eengezinswoning";"2005 tot 2015";"2025";"Nederland";329978;164
"Eengezinswoning";"2005 tot 2015";"2026";"Nederland";329610;164
"Eengezinswoning";"2005 tot 2015";"2012";"Amsterdam";4659;135
"Eengezinswoning";"2005 tot 2015";"2013";"Amsterdam";4936;136
"Eengezinswoning";"2005 tot 2015";"2014";"Amsterdam";5262;135
"Eengezinswoning";"2005 tot 2015";"2015";"Amsterdam";5740;135
"Eengezinswoning";"2005 tot 2015";"2016";"Amsterdam";5820;136
"Eengezinswoning";"2005 tot 2015";"2017";"Amsterdam";5877;136
"Eengezinswoning";"2005 tot 2015";"2018";"Amsterdam";5838;136
"Eengezinswoning";"2005 tot 2015";"2019";"Amsterdam";5863;137
"Eengezinswoning";"2005 tot 2015";"2020";"Amsterdam";5883;138
"Eengezinswoning";"2005 tot 2015";"2021";"Amsterdam";5853;137
"Eengezinswoning";"2005 tot 2015";"2022";"Amsterdam";5883;138
"Eengezinswoning";"2005 tot 2015";"2023";"Amsterdam";6075;139
"Eengezinswoning";"2005 tot 2015";"2024";"Amsterdam";6031;140
"Eengezinswoning";"2005 tot 2015";"2025";"Amsterdam";6033;140
"Eengezinswoning";"2005 tot 2015";"2026";"Amsterdam";6036;140
"Eengezinswoning";"2005 tot 2015";"2012";"'s-Gravenhage (gemeente)";7579;142
"Eengezinswoning";"2005 tot 2015";"2013";"'s-Gravenhage (gemeente)";8103;142
"Eengezinswoning";"2005 tot 2015";"2014";"'s-Gravenhage (gemeente)";8496;142
"Eengezinswoning";"2005 tot 2015";"2015";"'s-Gravenhage (gemeente)";8551;142
"Eengezinswoning";"2005 tot 2015";"2016";"'s-Gravenhage (gemeente)";8896;141
"Eengezinswoning";"2005 tot 2015";"2017";"'s-Gravenhage (gemeente)";8674;142
"Eengezinswoning";"2005 tot 2015";"2018";"'s-Gravenhage (gemeente)";8634;142
"Eengezinswoning";"2005 tot 2015";"2019";"'s-Gravenhage (gemeente)";8639;142
"Eengezinswoning";"2005 tot 2015";"2020";"'s-Gravenhage (gemeente)";8639;143
"Eengezinswoning";"2005 tot 2015";"2021";"'s-Gravenhage (gemeente)";8639;143
"Eengezinswoning";"2005 tot 2015";"2022";"'s-Gravenhage (gemeente)";8632;143
"Eengezinswoning";"2005 tot 2015";"2023";"'s-Gravenhage (gemeente)";8633;143
"Eengezinswoning";"2005 tot 2015";"2024";"'s-Gravenhage (gemeente)";8625;143
"Eengezinswoning";"2005 tot 2015";"2025";"'s-Gravenhage (gemeente)";8617;144
"Eengezinswoning";"2005 tot 2015";"2026";"'s-Gravenhage (gemeente)";8624;144
"Eengezinswoning";"2005 tot 2015";"2012";"Rotterdam";5957;138
"Eengezinswoning";"2005 tot 2015";"2013";"Rotterdam";6308;138
"Eengezinswoning";"2005 tot 2015";"2014";"Rotterdam";6378;138
"Eengezinswoning";"2005 tot 2015";"2015";"Rotterdam";6802;138
"Eengezinswoning";"2005 tot 2015";"2016";"Rotterdam";6769;138
"Eengezinswoning";"2005 tot 2015";"2017";"Rotterdam";6732;139
"Eengezinswoning";"2005 tot 2015";"2018";"Rotterdam";6735;139
"Eengezinswoning";"2005 tot 2015";"2019";"Rotterdam";6737;139
"Eengezinswoning";"2005 tot 2015";"2020";"Rotterdam";6736;139
"Eengezinswoning";"2005 tot 2015";"2021";"Rotterdam";6738;140
"Eengezinswoning";"2005 tot 2015";"2022";"Rotterdam";6737;141
"Eengezinswoning";"2005 tot 2015";"2023";"Rotterdam";6742;141
"Eengezinswoning";"2005 tot 2015";"2024";"Rotterdam";6743;142
"Eengezinswoning";"2005 tot 2015";"2025";"Rotterdam";6752;143
"Eengezinswoning";"2005 tot 2015";"2026";"Rotterdam";6785;144
"Eengezinswoning";"2005 tot 2015";"2012";"Utrecht (gemeente)";8478;133
"Eengezinswoning";"2005 tot 2015";"2013";"Utrecht (gemeente)";9088;135
"Eengezinswoning";"2005 tot 2015";"2014";"Utrecht (gemeente)";9295;134
"Eengezinswoning";"2005 tot 2015";"2015";"Utrecht (gemeente)";9664;135
"Eengezinswoning";"2005 tot 2015";"2016";"Utrecht (gemeente)";9676;135
"Eengezinswoning";"2005 tot 2015";"2017";"Utrecht (gemeente)";9664;135
"Eengezinswoning";"2005 tot 2015";"2018";"Utrecht (gemeente)";9655;135
"Eengezinswoning";"2005 tot 2015";"2019";"Utrecht (gemeente)";9657;135
"Eengezinswoning";"2005 tot 2015";"2020";"Utrecht (gemeente)";9774;136
"Eengezinswoning";"2005 tot 2015";"2021";"Utrecht (gemeente)";9770;135
"Eengezinswoning";"2005 tot 2015";"2022";"Utrecht (gemeente)";9764;135
"Eengezinswoning";"2005 tot 2015";"2023";"Utrecht (gemeente)";9764;135
"Eengezinswoning";"2005 tot 2015";"2024";"Utrecht (gemeente)";9761;135
"Eengezinswoning";"2005 tot 2015";"2025";"Utrecht (gemeente)";9760;135
"Eengezinswoning";"2005 tot 2015";"2026";"Utrecht (gemeente)";9759;135
"Eengezinswoning";"2015 tot 2025";"2012";"Nederland";;
"Eengezinswoning";"2015 tot 2025";"2013";"Nederland";;
"Eengezinswoning";"2015 tot 2025";"2014";"Nederland";;
"Eengezinswoning";"2015 tot 2025";"2015";"Nederland";;
"Eengezinswoning";"2015 tot 2025";"2016";"Nederland";23697;142
"Eengezinswoning";"2015 tot 2025";"2017";"Nederland";57336;143
"Eengezinswoning";"2015 tot 2025";"2018";"Nederland";94928;144
"Eengezinswoning";"2015 tot 2025";"2019";"Nederland";135142;146
"Eengezinswoning";"2015 tot 2025";"2020";"Nederland";179140;148
"Eengezinswoning";"2015 tot 2025";"2021";"Nederland";220010;149
"Eengezinswoning";"2015 tot 2025";"2022";"Nederland";258718;151
"Eengezinswoning";"2015 tot 2025";"2023";"Nederland";294548;152
"Eengezinswoning";"2015 tot 2025";"2024";"Nederland";330099;153
"Eengezinswoning";"2015 tot 2025";"2025";"Nederland";358853;153
"Eengezinswoning";"2015 tot 2025";"2026";"Nederland";360333;154
"Eengezinswoning";"2015 tot 2025";"2012";"Amsterdam";;
"Eengezinswoning";"2015 tot 2025";"2013";"Amsterdam";;
"Eengezinswoning";"2015 tot 2025";"2014";"Amsterdam";;
"Eengezinswoning";"2015 tot 2025";"2015";"Amsterdam";;
"Eengezinswoning";"2015 tot 2025";"2016";"Amsterdam";424;139
"Eengezinswoning";"2015 tot 2025";"2017";"Amsterdam";1224;137
"Eengezinswoning";"2015 tot 2025";"2018";"Amsterdam";1929;139
"Eengezinswoning";"2015 tot 2025";"2019";"Amsterdam";2756;141
"Eengezinswoning";"2015 tot 2025";"2020";"Amsterdam";3341;142
"Eengezinswoning";"2015 tot 2025";"2021";"Amsterdam";3571;144
"Eengezinswoning";"2015 tot 2025";"2022";"Amsterdam";3907;144
"Eengezinswoning";"2015 tot 2025";"2023";"Amsterdam";5106;147
"Eengezinswoning";"2015 tot 2025";"2024";"Amsterdam";5569;148
"Eengezinswoning";"2015 tot 2025";"2025";"Amsterdam";5776;148
"Eengezinswoning";"2015 tot 2025";"2026";"Amsterdam";5817;149
"Eengezinswoning";"2015 tot 2025";"2012";"'s-Gravenhage (gemeente)";;
"Eengezinswoning";"2015 tot 2025";"2013";"'s-Gravenhage (gemeente)";;
"Eengezinswoning";"2015 tot 2025";"2014";"'s-Gravenhage (gemeente)";;
"Eengezinswoning";"2015 tot 2025";"2015";"'s-Gravenhage (gemeente)";;
"Eengezinswoning";"2015 tot 2025";"2016";"'s-Gravenhage (gemeente)";62;174
"Eengezinswoning";"2015 tot 2025";"2017";"'s-Gravenhage (gemeente)";822;144
"Eengezinswoning";"2015 tot 2025";"2018";"'s-Gravenhage (gemeente)";1433;148
"Eengezinswoning";"2015 tot 2025";"2019";"'s-Gravenhage (gemeente)";1925;150
"Eengezinswoning";"2015 tot 2025";"2020";"'s-Gravenhage (gemeente)";2311;153
"Eengezinswoning";"2015 tot 2025";"2021";"'s-Gravenhage (gemeente)";2661;156
"Eengezinswoning";"2015 tot 2025";"2022";"'s-Gravenhage (gemeente)";3097;159
"Eengezinswoning";"2015 tot 2025";"2023";"'s-Gravenhage (gemeente)";3786;159
"Eengezinswoning";"2015 tot 2025";"2024";"'s-Gravenhage (gemeente)";4026;159
"Eengezinswoning";"2015 tot 2025";"2025";"'s-Gravenhage (gemeente)";4465;160
"Eengezinswoning";"2015 tot 2025";"2026";"'s-Gravenhage (gemeente)";4472;161
"Eengezinswoning";"2015 tot 2025";"2012";"Rotterdam";;
"Eengezinswoning";"2015 tot 2025";"2013";"Rotterdam";;
"Eengezinswoning";"2015 tot 2025";"2014";"Rotterdam";;
"Eengezinswoning";"2015 tot 2025";"2015";"Rotterdam";;
"Eengezinswoning";"2015 tot 2025";"2016";"Rotterdam";230;140
"Eengezinswoning";"2015 tot 2025";"2017";"Rotterdam";800;130
"Eengezinswoning";"2015 tot 2025";"2018";"Rotterdam";1374;136
"Eengezinswoning";"2015 tot 2025";"2019";"Rotterdam";1856;135
"Eengezinswoning";"2015 tot 2025";"2020";"Rotterdam";2980;140
"Eengezinswoning";"2015 tot 2025";"2021";"Rotterdam";3964;143
"Eengezinswoning";"2015 tot 2025";"2022";"Rotterdam";4105;143
"Eengezinswoning";"2015 tot 2025";"2023";"Rotterdam";4327;145
"Eengezinswoning";"2015 tot 2025";"2024";"Rotterdam";5523;145
"Eengezinswoning";"2015 tot 2025";"2025";"Rotterdam";6177;146
"Eengezinswoning";"2015 tot 2025";"2026";"Rotterdam";6140;146
"Eengezinswoning";"2015 tot 2025";"2012";"Utrecht (gemeente)";;
"Eengezinswoning";"2015 tot 2025";"2013";"Utrecht (gemeente)";;
"Eengezinswoning";"2015 tot 2025";"2014";"Utrecht (gemeente)";;
"Eengezinswoning";"2015 tot 2025";"2015";"Utrecht (gemeente)";;
"Eengezinswoning";"2015 tot 2025";"2016";"Utrecht (gemeente)";685;125
"Eengezinswoning";"2015 tot 2025";"2017";"Utrecht (gemeente)";1705;131
"Eengezinswoning";"2015 tot 2025";"2018";"Utrecht (gemeente)";2680;134
"Eengezinswoning";"2015 tot 2025";"2019";"Utrecht (gemeente)";3332;138
"Eengezinswoning";"2015 tot 2025";"2020";"Utrecht (gemeente)";4178;140
"Eengezinswoning";"2015 tot 2025";"2021";"Utrecht (gemeente)";4598;140
"Eengezinswoning";"2015 tot 2025";"2022";"Utrecht (gemeente)";5352;142
"Eengezinswoning";"2015 tot 2025";"2023";"Utrecht (gemeente)";5622;143
"Eengezinswoning";"2015 tot 2025";"2024";"Utrecht (gemeente)";5833;144
"Eengezinswoning";"2015 tot 2025";"2025";"Utrecht (gemeente)";5981;145
"Eengezinswoning";"2015 tot 2025";"2026";"Utrecht (gemeente)";6016;145
"Meergezinswoning";"Totaal";"2012";"Nederland";2530885;84
"Meergezinswoning";"Totaal";"2013";"Nederland";2573837;84
"Meergezinswoning";"Totaal";"2014";"Nederland";2646202;82
"Meergezinswoning";"Totaal";"2015";"Nederland";2682007;82
"Meergezinswoning";"Totaal";"2016";"Nederland";2713735;82
"Meergezinswoning";"Totaal";"2017";"Nederland";2729313;81
"Meergezinswoning";"Totaal";"2018";"Nederland";2753595;81
"Meergezinswoning";"Totaal";"2019";"Nederland";2792924;81
"Meergezinswoning";"Totaal";"2020";"Nederland";2831865;81
"Meergezinswoning";"Totaal";"2021";"Nederland";2870532;80
"Meergezinswoning";"Totaal";"2022";"Nederland";2915893;80
"Meergezinswoning";"Totaal";"2023";"Nederland";2965440;80
"Meergezinswoning";"Totaal";"2024";"Nederland";3014543;80
"Meergezinswoning";"Totaal";"2025";"Nederland";3063166;79
"Meergezinswoning";"Totaal";"2026";"Nederland";3105433;79
"Meergezinswoning";"Totaal";"2012";"Amsterdam";359058;70
"Meergezinswoning";"Totaal";"2013";"Amsterdam";361040;70
"Meergezinswoning";"Totaal";"2014";"Amsterdam";363263;70
"Meergezinswoning";"Totaal";"2015";"Amsterdam";366085;71
"Meergezinswoning";"Totaal";"2016";"Amsterdam";373033;70
"Meergezinswoning";"Totaal";"2017";"Amsterdam";375859;70
"Meergezinswoning";"Totaal";"2018";"Amsterdam";379908;71
"Meergezinswoning";"Totaal";"2019";"Amsterdam";387818;71
"Meergezinswoning";"Totaal";"2020";"Amsterdam";393137;71
"Meergezinswoning";"Totaal";"2021";"Amsterdam";395609;71
"Meergezinswoning";"Totaal";"2022";"Amsterdam";403808;71
"Meergezinswoning";"Totaal";"2023";"Amsterdam";414855;71
"Meergezinswoning";"Totaal";"2024";"Amsterdam";420418;71
"Meergezinswoning";"Totaal";"2025";"Amsterdam";426176;71
"Meergezinswoning";"Totaal";"2026";"Amsterdam";433319;71
"Meergezinswoning";"Totaal";"2012";"'s-Gravenhage (gemeente)";188832;81
"Meergezinswoning";"Totaal";"2013";"'s-Gravenhage (gemeente)";191870;81
"Meergezinswoning";"Totaal";"2014";"'s-Gravenhage (gemeente)";196726;80
"Meergezinswoning";"Totaal";"2015";"'s-Gravenhage (gemeente)";198052;80
"Meergezinswoning";"Totaal";"2016";"'s-Gravenhage (gemeente)";199357;80
"Meergezinswoning";"Totaal";"2017";"'s-Gravenhage (gemeente)";200685;80
"Meergezinswoning";"Totaal";"2018";"'s-Gravenhage (gemeente)";201669;79
"Meergezinswoning";"Totaal";"2019";"'s-Gravenhage (gemeente)";203713;79
"Meergezinswoning";"Totaal";"2020";"'s-Gravenhage (gemeente)";206540;79
"Meergezinswoning";"Totaal";"2021";"'s-Gravenhage (gemeente)";209652;79
"Meergezinswoning";"Totaal";"2022";"'s-Gravenhage (gemeente)";210919;79
"Meergezinswoning";"Totaal";"2023";"'s-Gravenhage (gemeente)";212787;80
"Meergezinswoning";"Totaal";"2024";"'s-Gravenhage (gemeente)";214557;80
"Meergezinswoning";"Totaal";"2025";"'s-Gravenhage (gemeente)";216096;80
"Meergezinswoning";"Totaal";"2026";"'s-Gravenhage (gemeente)";216466;80
"Meergezinswoning";"Totaal";"2012";"Rotterdam";230325;81
"Meergezinswoning";"Totaal";"2013";"Rotterdam";230436;81
"Meergezinswoning";"Totaal";"2014";"Rotterdam";231329;80
"Meergezinswoning";"Totaal";"2015";"Rotterdam";233931;80
"Meergezinswoning";"Totaal";"2016";"Rotterdam";233559;80
"Meergezinswoning";"Totaal";"2017";"Rotterdam";231539;79
"Meergezinswoning";"Totaal";"2018";"Rotterdam";232567;79
"Meergezinswoning";"Totaal";"2019";"Rotterdam";232506;79
"Meergezinswoning";"Totaal";"2020";"Rotterdam";235365;79
"Meergezinswoning";"Totaal";"2021";"Rotterdam";236740;79
"Meergezinswoning";"Totaal";"2022";"Rotterdam";237891;79
"Meergezinswoning";"Totaal";"2023";"Rotterdam";239750;79
"Meergezinswoning";"Totaal";"2024";"Rotterdam";241915;79
"Meergezinswoning";"Totaal";"2025";"Rotterdam";245180;79
"Meergezinswoning";"Totaal";"2026";"Rotterdam";246600;79
"Meergezinswoning";"Totaal";"2012";"Utrecht (gemeente)";79405;80
"Meergezinswoning";"Totaal";"2013";"Utrecht (gemeente)";81347;80
"Meergezinswoning";"Totaal";"2014";"Utrecht (gemeente)";82465;80
"Meergezinswoning";"Totaal";"2015";"Utrecht (gemeente)";83288;80
"Meergezinswoning";"Totaal";"2016";"Utrecht (gemeente)";84411;80
"Meergezinswoning";"Totaal";"2017";"Utrecht (gemeente)";85590;79
"Meergezinswoning";"Totaal";"2018";"Utrecht (gemeente)";84153;80
"Meergezinswoning";"Totaal";"2019";"Utrecht (gemeente)";86574;80
"Meergezinswoning";"Totaal";"2020";"Utrecht (gemeente)";88641;79
"Meergezinswoning";"Totaal";"2021";"Utrecht (gemeente)";91266;78
"Meergezinswoning";"Totaal";"2022";"Utrecht (gemeente)";93334;77
"Meergezinswoning";"Totaal";"2023";"Utrecht (gemeente)";96115;77
"Meergezinswoning";"Totaal";"2024";"Utrecht (gemeente)";97653;76
"Meergezinswoning";"Totaal";"2025";"Utrecht (gemeente)";99154;76
"Meergezinswoning";"Totaal";"2026";"Utrecht (gemeente)";101508;76
"Meergezinswoning";"1000 tot 1850";"2012";"Nederland";45355;87
"Meergezinswoning";"1000 tot 1850";"2013";"Nederland";45837;88
"Meergezinswoning";"1000 tot 1850";"2014";"Nederland";43717;89
"Meergezinswoning";"1000 tot 1850";"2015";"Nederland";38869;91
"Meergezinswoning";"1000 tot 1850";"2016";"Nederland";39404;92
"Meergezinswoning";"1000 tot 1850";"2017";"Nederland";39025;92
