"Woningtype";"Bouwjaarklasse";"Perioden";"Regio's";"Beginstand woningvoorraad (aantal)";"Gemiddelde oppervlakte (m2)"
"Totaal";"2005 tot 2015";"2015";"Amsterdam";39004;93
"Totaal";"2005 tot 2015";"2016";"Amsterdam";39923;91
"Totaal";"2005 tot 2015";"2017";"Amsterdam";39994;93
"Totaal";"2005 tot 2015";"2018";"Amsterdam";39129;94
"Totaal";"2005 tot 2015";"2019";"Amsterdam";39446;94
"Totaal";"2005 tot 2015";"2020";"Amsterdam";38919;94
"Totaal";"2005 tot 2015";"2021";"Amsterdam";38650;94
"Totaal";"2005 tot 2015";"2022";"Amsterdam";38659;95
"Totaal";"2005 tot 2015";"2023";"Amsterdam";38598;97
"Totaal";"2005 tot 2015";"2024";"Amsterdam";38625;96
"Totaal";"2005 tot 2015";"2025";"Amsterdam";38666;96
"Totaal";"2005 tot 2015";"2026";"Amsterdam";38534;97
"Totaal";"2005 tot 2015";"2012";"'s-Gravenhage (gemeente)";15049;118
"Totaal";"2005 tot 2015";"2013";"'s-Gravenhage (gemeente)";17075;117
"Totaal";"2005 tot 2015";"2014";"'s-Gravenhage (gemeente)";19249;112
"Totaal";"2005 tot 2015";"2015";"'s-Gravenhage (gemeente)";19512;112
"Totaal";"2005 tot 2015";"2016";"'s-Gravenhage (gemeente)";20141;113
"Totaal";"2005 tot 2015";"2017";"'s-Gravenhage (gemeente)";20239;112
"Totaal";"2005 tot 2015";"2018";"'s-Gravenhage (gemeente)";20119;112
"Totaal";"2005 tot 2015";"2019";"'s-Gravenhage (gemeente)";20173;112
"Totaal";"2005 tot 2015";"2020";"'s-Gravenhage (gemeente)";20147;112
"Totaal";"2005 tot 2015";"2021";"'s-Gravenhage (gemeente)";20055;113
"Totaal";"2005 tot 2015";"2022";"'s-Gravenhage (gemeente)";20056;113
"Totaal";"2005 tot 2015";"2023";"'s-Gravenhage (gemeente)";20070;113
"Totaal";"2005 tot 2015";"2024";"'s-Gravenhage (gemeente)";19754;113
"Totaal";"2005 tot 2015";"2025";"'s-Gravenhage (gemeente)";20095;113
"Totaal";"2005 tot 2015";"2026";"'s-Gravenhage (gemeente)";20100;113
"Totaal";"2005 tot 2015";"2012";"Rotterdam";18756;110
"Totaal";"2005 tot 2015";"2013";"Rotterdam";19987;110
"Totaal";"2005 tot 2015";"2014";"Rotterdam";21454;109
"Totaal";"2005 tot 2015";"2015";"Rotterdam";22607;108
"Totaal";"2005 tot 2015";"2016";"Rotterdam";22876;108
"Totaal";"2005 tot 2015";"2017";"Rotterdam";22828;108
"Totaal";"2005 tot 2015";"2018";"Rotterdam";22850;108
"Totaal";"2005 tot 2015";"2019";"Rotterdam";22849;108
"Totaal";"2005 tot 2015";"2020";"Rotterdam";22837;108
"Totaal";"2005 tot 2015";"2021";"Rotterdam";22840;108
"Totaal";"2005 tot 2015";"2022";"Rotterdam";22846;109
"Totaal";"2005 tot 2015";"2023";"Rotterdam";22854;109
"Totaal";"2005 tot 2015";"2024";"Rotterdam";22965;109
"Totaal";"2005 tot 2015";"2025";"Rotterdam";22992;109
"Totaal";"2005 tot 2015";"2026";"Rotterdam";23124;110
"Totaal";"2005 tot 2015";"2012";"Utrecht (gemeente)";16742;106
"Totaal";"2005 tot 2015";"2013";"Utrecht (gemeente)";19012;107
"Totaal";"2005 tot 2015";"2014";"Utrecht (gemeente)";19907;106
"Totaal";"2005 tot 2015";"2015";"Utrecht (gemeente)";20879;106
"Totaal";"2005 tot 2015";"2016";"Utrecht (gemeente)";20957;106
"Totaal";"2005 tot 2015";"2017";"Utrecht (gemeente)";20899;106
"Totaal";"2005 tot 2015";"2018";"Utrecht (gemeente)";21133;105
"Totaal";"2005 tot 2015";"2019";"Utrecht (gemeente)";21133;105
"Totaal";"2005 tot 2015";"2020";"Utrecht (gemeente)";21241;106
"Totaal";"2005 tot 2015";"2021";"Utrecht (gemeente)";21240;106
"Totaal";"2005 tot 2015";"2022";"Utrecht (gemeente)";21247;105
"Totaal";"2005 tot 2015";"2023";"Utrecht (gemeente)";21316;105
"Totaal";"2005 tot 2015";"2024";"Utrecht (gemeente)";21310;105
"Totaal";"2005 tot 2015";"2025";"Utrecht (gemeente)";21293;105
"Totaal";"2005 tot 2015";"2026";"Utrecht (gemeente)";21270;105
"Totaal";"2015 tot 2025";"2012";"Nederland";;
"Totaal";"2015 tot 2025";"2013";"Nederland";;
"Totaal";"2015 tot 2025";"2014";"Nederland";;
"Totaal";"2015 tot 2025";"2015";"Nederland";;
"Totaal";"2015 tot 2025";"2016";"Nederland";40823;113
"Totaal";"2015 tot 2025";"2017";"Nederland";96180;114
"Totaal";"2015 tot 2025";"2018";"Nederland";158921;114
"Totaal";"2015 tot 2025";"2019";"Nederland";225941;116
"Totaal";"2015 tot 2025";"2020";"Nederland";298675;117
"Totaal";"2015 tot 2025";"2021";"Nederland";368948;118
"Totaal";"2015 tot 2025";"2022";"Nederland";440458;118
"Totaal";"2015 tot 2025";"2023";"Nederland";514799;118
"Totaal";"2015 tot 2025";"2024";"Nederland";588510;117
"Totaal";"2015 tot 2025";"2025";"Nederland";657171;116
"Totaal";"2015 tot 2025";"2026";"Nederland";661500;116
"Totaal";"2015 tot 2025";"2012";"Amsterdam";;
"Totaal";"2015 tot 2025";"2013";"Amsterdam";;
"Totaal";"2015 tot 2025";"2014";"Amsterdam";;
"Totaal";"2015 tot 2025";"2015";"Amsterdam";;
"Totaal";"2015 tot 2025";"2016";"Amsterdam";4483;61
"Totaal";"2015 tot 2025";"2017";"Amsterdam";9727;60
"Totaal";"2015 tot 2025";"2018";"Amsterdam";15040;64
"Totaal";"2015 tot 2025";"2019";"Amsterdam";22352;66
"Totaal";"2015 tot 2025";"2020";"Amsterdam";27889;67
"Totaal";"2015 tot 2025";"2021";"Amsterdam";30484;68
"Totaal";"2015 tot 2025";"2022";"Amsterdam";36990;69
"Totaal";"2015 tot 2025";"2023";"Amsterdam";44594;69
"Totaal";"2015 tot 2025";"2024";"Amsterdam";49206;70
"Totaal";"2015 tot 2025";"2025";"Amsterdam";54888;70
"Totaal";"2015 tot 2025";"2026";"Amsterdam";55808;70
"Totaal";"2015 tot 2025";"2012";"'s-Gravenhage (gemeente)";;
"Totaal";"2015 tot 2025";"2013";"'s-Gravenhage (gemeente)";;
"Totaal";"2015 tot 2025";"2014";"'s-Gravenhage (gemeente)";;
"Totaal";"2015 tot 2025";"2015";"'s-Gravenhage (gemeente)";;
"Totaal";"2015 tot 2025";"2016";"'s-Gravenhage (gemeente)";286;107
"Totaal";"2015 tot 2025";"2017";"'s-Gravenhage (gemeente)";2060;97
"Totaal";"2015 tot 2025";"2018";"'s-Gravenhage (gemeente)";3665;92
"Totaal";"2015 tot 2025";"2019";"'s-Gravenhage (gemeente)";5290;95
"Totaal";"2015 tot 2025";"2020";"'s-Gravenhage (gemeente)";7459;92
"Totaal";"2015 tot 2025";"2021";"'s-Gravenhage (gemeente)";10230;89
"Totaal";"2015 tot 2025";"2022";"'s-Gravenhage (gemeente)";11599;91
"Totaal";"2015 tot 2025";"2023";"'s-Gravenhage (gemeente)";14090;92
"Totaal";"2015 tot 2025";"2024";"'s-Gravenhage (gemeente)";15709;91
"Totaal";"2015 tot 2025";"2025";"'s-Gravenhage (gemeente)";17524;91
"Totaal";"2015 tot 2025";"2026";"'s-Gravenhage (gemeente)";17464;91
"Totaal";"2015 tot 2025";"2012";"Rotterdam";;
"Totaal";"2015 tot 2025";"2013";"Rotterdam";;
"Totaal";"2015 tot 2025";"2014";"Rotterdam";;
"Totaal";"2015 tot 2025";"2015";"Rotterdam";;
"Totaal";"2015 tot 2025";"2016";"Rotterdam";433;112
"Totaal";"2015 tot 2025";"2017";"Rotterdam";1215;115
"Totaal";"2015 tot 2025";"2018";"Rotterdam";2785;105
"Totaal";"2015 tot 2025";"2019";"Rotterdam";3296;109
"Totaal";"2015 tot 2025";"2020";"Rotterdam";5330;111
"Totaal";"2015 tot 2025";"2021";"Rotterdam";7314;110
"Totaal";"2015 tot 2025";"2022";"Rotterdam";8422;110
"Totaal";"2015 tot 2025";"2023";"Rotterdam";10557;105
"Totaal";"2015 tot 2025";"2024";"Rotterdam";13791;105
"Totaal";"2015 tot 2025";"2025";"Rotterdam";16646;104
"Totaal";"2015 tot 2025";"2026";"Rotterdam";16664;104
"Totaal";"2015 tot 2025";"2012";"Utrecht (gemeente)";;
"Totaal";"2015 tot 2025";"2013";"Utrecht (gemeente)";;
"Totaal";"2015 tot 2025";"2014";"Utrecht (gemeente)";;
"Totaal";"2015 tot 2025";"2015";"Utrecht (gemeente)";;
"Totaal";"2015 tot 2025";"2016";"Utrecht (gemeente)";1441;96
"Totaal";"2015 tot 2025";"2017";"Utrecht (gemeente)";3437;98
"Totaal";"2015 tot 2025";"2018";"Utrecht (gemeente)";5688;96
"Totaal";"2015 tot 2025";"2019";"Utrecht (gemeente)";8138;96
"Totaal";"2015 tot 2025";"2020";"Utrecht (gemeente)";10601;93
"Totaal";"2015 tot 2025";"2021";"Utrecht (gemeente)";13059;88
"Totaal";"2015 tot 2025";"2022";"Utrecht (gemeente)";15693;86
"Totaal";"2015 tot 2025";"2023";"Utrecht (gemeente)";18610;84
"Totaal";"2015 tot 2025";"2024";"Utrecht (gemeente)";20357;84
"Totaal";"2015 tot 2025";"2025";"Utrecht (gemeente)";21942;83
"Totaal";"2015 tot 2025";"2026";"Utrecht (gemeente)";22182;83
"Eengezinswoning";"Totaal";"2012";"Nederland";4855858;138
"Eengezinswoning";"Totaal";"2013";"Nederland";4875461;139
"Eengezinswoning";"Totaal";"2014";"Nederland";4889114;139
"Eengezinswoning";"Totaal";"2015";"Nederland";4905957;139
"Eengezinswoning";"Totaal";"2016";"Nederland";4927588;139
"Eengezinswoning";"Totaal";"2017";"Nederland";4956862;140
"Eengezinswoning";"Totaal";"2018";"Nederland";4987389;140
"Eengezinswoning";"Totaal";"2019";"Nederland";5021988;140
"Eengezinswoning";"Totaal";"2020";"Nederland";5059921;140
"Eengezinswoning";"Totaal";"2021";"Nederland";5095799;141
"Eengezinswoning";"Totaal";"2022";"Nederland";5129687;142
"Eengezinswoning";"Totaal";"2023";"Nederland";5159789;143
"Eengezinswoning";"Totaal";"2024";"Nederland";5189506;143
"Eengezinswoning";"Totaal";"2025";"Nederland";5211312;144
"Eengezinswoning";"Totaal";"2026";"Nederland";5239520;144
"Eengezinswoning";"Totaal";"2012";"Amsterdam";49830;102
"Eengezinswoning";"Totaal";"2013";"Amsterdam";50087;104
"Eengezinswoning";"Totaal";"2014";"Amsterdam";50434;106
"Eengezinswoning";"Totaal";"2015";"Amsterdam";50881;107
"Eengezinswoning";"Totaal";"2016";"Amsterdam";51357;108
"Eengezinswoning";"Totaal";"2017";"Amsterdam";52176;109
"Eengezinswoning";"Totaal";"2018";"Amsterdam";52807;110
"Eengezinswoning";"Totaal";"2019";"Amsterdam";53672;112
"Eengezinswoning";"Totaal";"2020";"Amsterdam";54214;113
"Eengezinswoning";"Totaal";"2021";"Amsterdam";54380;113
"Eengezinswoning";"Totaal";"2022";"Amsterdam";54589;114
"Eengezinswoning";"Totaal";"2023";"Amsterdam";60011;116
"Eengezinswoning";"Totaal";"2024";"Amsterdam";60434;117
"Eengezinswoning";"Totaal";"2025";"Amsterdam";60593;117
"Eengezinswoning";"Totaal";"2026";"Amsterdam";61130;119
"Eengezinswoning";"Totaal";"2012";"'s-Gravenhage (gemeente)";52544;147
"Eengezinswoning";"Totaal";"2013";"'s-Gravenhage (gemeente)";53010;147
"Eengezinswoning";"Totaal";"2014";"'s-Gravenhage (gemeente)";53268;147
"Eengezinswoning";"Totaal";"2015";"'s-Gravenhage (gemeente)";53322;147
"Eengezinswoning";"Totaal";"2016";"'s-Gravenhage (gemeente)";53853;147
"Eengezinswoning";"Totaal";"2017";"'s-Gravenhage (gemeente)";54418;147
"Eengezinswoning";"Totaal";"2018";"'s-Gravenhage (gemeente)";55025;148
"Eengezinswoning";"Totaal";"2019";"'s-Gravenhage (gemeente)";55551;148
"Eengezinswoning";"Totaal";"2020";"'s-Gravenhage (gemeente)";55952;148
"Eengezinswoning";"Totaal";"2021";"'s-Gravenhage (gemeente)";56307;149
"Eengezinswoning";"Totaal";"2022";"'s-Gravenhage (gemeente)";56735;149
"Eengezinswoning";"Totaal";"2023";"'s-Gravenhage (gemeente)";57433;150
"Eengezinswoning";"Totaal";"2024";"'s-Gravenhage (gemeente)";57685;150
"Eengezinswoning";"Totaal";"2025";"'s-Gravenhage (gemeente)";58075;150
"Eengezinswoning";"Totaal";"2026";"'s-Gravenhage (gemeente)";58259;150
"Eengezinswoning";"Totaal";"2012";"Rotterdam";75897;122
"Eengezinswoning";"Totaal";"2013";"Rotterdam";76913;123
"Eengezinswoning";"Totaal";"2014";"Rotterdam";76962;122
"Eengezinswoning";"Totaal";"2015";"Rotterdam";77393;122
"Eengezinswoning";"Totaal";"2016";"Rotterdam";77609;122
"Eengezinswoning";"Totaal";"2017";"Rotterdam";78154;122
"Eengezinswoning";"Totaal";"2018";"Rotterdam";78769;123
"Eengezinswoning";"Totaal";"2019";"Rotterdam";79091;123
"Eengezinswoning";"Totaal";"2020";"Rotterdam";80196;123
"Eengezinswoning";"Totaal";"2021";"Rotterdam";81205;123
"Eengezinswoning";"Totaal";"2022";"Rotterdam";81319;123
"Eengezinswoning";"Totaal";"2023";"Rotterdam";81532;124
"Eengezinswoning";"Totaal";"2024";"Rotterdam";82682;124
"Eengezinswoning";"Totaal";"2025";"Rotterdam";83228;125
"Eengezinswoning";"Totaal";"2026";"Rotterdam";84020;125
"Eengezinswoning";"Totaal";"2012";"Utrecht (gemeente)";63571;116
"Eengezinswoning";"Totaal";"2013";"Utrecht (gemeente)";63776;117
"Eengezinswoning";"Totaal";"2014";"Utrecht (gemeente)";63864;117
"Eengezinswoning";"Totaal";"2015";"Utrecht (gemeente)";64223;117
"Eengezinswoning";"Totaal";"2016";"Utrecht (gemeente)";64911;118
"Eengezinswoning";"Totaal";"2017";"Utrecht (gemeente)";65819;118
"Eengezinswoning";"Totaal";"2018";"Utrecht (gemeente)";66678;119
"Eengezinswoning";"Totaal";"2019";"Utrecht (gemeente)";67271;119
"Eengezinswoning";"Totaal";"2020";"Utrecht (gemeente)";68037;120
"Eengezinswoning";"Totaal";"2021";"Utrecht (gemeente)";68405;120
"Eengezinswoning";"Totaal";"2022";"Utrecht (gemeente)";69117;120
"Eengezinswoning";"Totaal";"2023";"Utrecht (gemeente)";69285;120
"Eengezinswoning";"Totaal";"2024";"Utrecht (gemeente)";69471;121
"Eengezinswoning";"Totaal";"2025";"Utrecht (gemeente)";69582;121
"Eengezinswoning";"Totaal";"2026";"Utrecht (gemeente)";69949;121
"Eengezinswoning";"1000 tot 1850";"2012";"Nederland";31450;229
"Eengezinswoning";"1000 tot 1850";"2013";"Nederland";31597;231
"Eengezinswoning";"1000 tot 1850";"2014";"Nederland";31607;232
"Eengezinswoning";"1000 tot 1850";"2015";"Nederland";31613;234
"Eengezinswoning";"1000 tot 1850";"2016";"Nederland";31642;235
"Eengezinswoning";"1000 tot 1850";"2017";"Nederland";31596;235
"Eengezinswoning";"1000 tot 1850";"2018";"Nederland";31706;235
"Eengezinswoning";"1000 tot 1850";"2019";"Nederland";31707;235
"Eengezinswoning";"1000 tot 1850";"2020";"Nederland";31704;235
"Eengezinswoning";"1000 tot 1850";"2021";"Nederland";31746;237
"Eengezinswoning";"1000 tot 1850";"2022";"Nederland";31376;243
"Eengezinswoning";"1000 tot 1850";"2023";"Nederland";31401;245
"Eengezinswoning";"1000 tot 1850";"2024";"Nederland";31443;246
"Eengezinswoning";"1000 tot 1850";"2025";"Nederland";31419;246
"Eengezinswoning";"1000 tot 1850";"2026";"Nederland";32059;246
"Eengezinswoning";"1000 tot 1850";"2012";"Amsterdam";2039;150
"Eengezinswoning";"1000 tot 1850";"2013";"Amsterdam";2036;158
"Eengezinswoning";"1000 tot 1850";"2014";"Amsterdam";1939;157
"Eengezinswoning";"1000 tot 1850";"2015";"Amsterdam";1858;160
"Eengezinswoning";"1000 tot 1850";"2016";"Amsterdam";1850;166
"Eengezinswoning";"1000 tot 1850";"2017";"Amsterdam";1821;168
"Eengezinswoning";"1000 tot 1850";"2018";"Amsterdam";1825;168
"Eengezinswoning";"1000 tot 1850";"2019";"Amsterdam";1824;170
"Eengezinswoning";"1000 tot 1850";"2020";"Amsterdam";1819;170
"Eengezinswoning";"1000 tot 1850";"2021";"Amsterdam";1823;171
"Eengezinswoning";"1000 tot 1850";"2022";"Amsterdam";1465;179
"Eengezinswoning";"1000 tot 1850";"2023";"Amsterdam";1589;179
"Eengezinswoning";"1000 tot 1850";"2024";"Amsterdam";1585;180
"Eengezinswoning";"1000 tot 1850";"2025";"Amsterdam";1578;181
"Eengezinswoning";"1000 tot 1850";"2026";"Amsterdam";1596;183
"Eengezinswoning";"1000 tot 1850";"2012";"'s-Gravenhage (gemeente)";349;172
"Eengezinswoning";"1000 tot 1850";"2013";"'s-Gravenhage (gemeente)";336;168
"Eengezinswoning";"1000 tot 1850";"2014";"'s-Gravenhage (gemeente)";328;166
"Eengezinswoning";"1000 tot 1850";"2015";"'s-Gravenhage (gemeente)";323;163
"Eengezinswoning";"1000 tot 1850";"2016";"'s-Gravenhage (gemeente)";326;162
"Eengezinswoning";"1000 tot 1850";"2017";"'s-Gravenhage (gemeente)";327;159
"Eengezinswoning";"1000 tot 1850";"2018";"'s-Gravenhage (gemeente)";326;164
"Eengezinswoning";"1000 tot 1850";"2019";"'s-Gravenhage (gemeente)";328;165
"Eengezinswoning";"1000 tot 1850";"2020";"'s-Gravenhage (gemeente)";328;167
"Eengezinswoning";"1000 tot 1850";"2021";"'s-Gravenhage (gemeente)";328;167
"Eengezinswoning";"1000 tot 1850";"2022";"'s-Gravenhage (gemeente)";327;167
"Eengezinswoning";"1000 tot 1850";"2023";"'s-Gravenhage (gemeente)";322;160
"Eengezinswoning";"1000 tot 1850";"2024";"'s-Gravenhage (gemeente)";326;162
"Eengezinswoning";"1000 tot 1850";"2025";"'s-Gravenhage (gemeente)";328;164
"Eengezinswoning";"1000 tot 1850";"2026";"'s-Gravenhage (gemeente)";337;170
"Eengezinswoning";"1000 tot 1850";"2012";"Rotterdam";9;
"Eengezinswoning";"1000 tot 1850";"2013";"Rotterdam";12;
"Eengezinswoning";"1000 tot 1850";"2014";"Rotterdam";12;
"Eengezinswoning";"1000 tot 1850";"2015";"Rotterdam";12;
"Eengezinswoning";"1000 tot 1850";"2016";"Rotterdam";13;
"Eengezinswoning";"1000 tot 1850";"2017";"Rotterdam";13;
"Eengezinswoning";"1000 tot 1850";"2018";"Rotterdam";13;
"Eengezinswoning";"1000 tot 1850";"2019";"Rotterdam";13;
"Eengezinswoning";"1000 tot 1850";"2020";"Rotterdam";13;
"Eengezinswoning";"1000 tot 1850";"2021";"Rotterdam";13;
"Eengezinswoning";"1000 tot 1850";"2022";"Rotterdam";13;
"Eengezinswoning";"1000 tot 1850";"2023";"Rotterdam";13;
"Eengezinswoning";"1000 tot 1850";"2024";"Rotterdam";13;
"Eengezinswoning";"1000 tot 1850";"2025";"Rotterdam";12;
"Eengezinswoning";"1000 tot 1850";"2026";"Rotterdam";11;
"Eengezinswoning";"1000 tot 1850";"2012";"Utrecht (gemeente)";810;154
"Eengezinswoning";"1000 tot 1850";"2013";"Utrecht (gemeente)";808;155
"Eengezinswoning";"1000 tot 1850";"2014";"Utrecht (gemeente)";810;155
"Eengezinswoning";"1000 tot 1850";"2015";"Utrecht (gemeente)";817;155
"Eengezinswoning";"1000 tot 1850";"2016";"Utrecht (gemeente)";813;154
"Eengezinswoning";"1000 tot 1850";"2017";"Utrecht (gemeente)";809;152
"Eengezinswoning";"1000 tot 1850";"2018";"Utrecht (gemeente)";804;152
"Eengezinswoning";"1000 tot 1850";"2019";"Utrecht (gemeente)";805;153
"Eengezinswoning";"1000 tot 1850";"2020";"Utrecht (gemeente)";800;154
"Eengezinswoning";"1000 tot 1850";"2021";"Utrecht (gemeente)";793;155
"Eengezinswoning";"1000 tot 1850";"2022";"Utrecht (gemeente)";793;156
"Eengezinswoning";"1000 tot 1850";"2023";"Utrecht (gemeente)";786;157
"Eengezinswoning";"1000 tot 1850";"2024";"Utrecht (gemeente)";781;157
"Eengezinswoning";"1000 tot 1850";"2025";"Utrecht (gemeente)";774;156
"Eengezinswoning";"1000 tot 1850";"2026";"Utrecht (gemeente)";775;157
"Eengezinswoning";"1945 tot 1955";"2012";"Nederland";256325;124
"Eengezinswoning";"1945 tot 1955";"2013";"Nederland";254986;124
"Eengezinswoning";"1945 tot 1955";"2014";"Nederland";253594;125
"Eengezinswoning";"1945 tot 1955";"2015";"Nederland";252219;124
"Eengezinswoning";"1945 tot 1955";"2016";"Nederland";251025;125
"Eengezinswoning";"1945 tot 1955";"2017";"Nederland";250005;125
"Eengezinswoning";"1945 tot 1955";"2018";"Nederland";248589;125
"Eengezinswoning";"1945 tot 1955";"2019";"Nederland";247473;125
"Eengezinswoning";"1945 tot 1955";"2020";"Nederland";246115;125
"Eengezinswoning";"1945 tot 1955";"2021";"Nederland";245210;125
"Eengezinswoning";"1945 tot 1955";"2022";"Nederland";244225;126
"Eengezinswoning";"1945 tot 1955";"2023";"Nederland";243123;127
"Eengezinswoning";"1945 tot 1955";"2024";"Nederland";241799;126
"Eengezinswoning";"1945 tot 1955";"2025";"Nederland";240629;127
"Eengezinswoning";"1945 tot 1955";"2026";"Nederland";239516;127
"Eengezinswoning";"1945 tot 1955";"2012";"Amsterdam";3081;71
"Eengezinswoning";"1945 tot 1955";"2013";"Amsterdam";3078;72
"Eengezinswoning";"1945 tot 1955";"2014";"Amsterdam";3079;74
"Eengezinswoning";"1945 tot 1955";"2015";"Amsterdam";3081;75
"Eengezinswoning";"1945 tot 1955";"2016";"Amsterdam";3082;75
"Eengezinswoning";"1945 tot 1955";"2017";"Amsterdam";3082;76
"Eengezinswoning";"1945 tot 1955";"2018";"Amsterdam";3080;78
"Eengezinswoning";"1945 tot 1955";"2019";"Amsterdam";3121;79
"Eengezinswoning";"1945 tot 1955";"2020";"Amsterdam";3106;81
"Eengezinswoning";"1945 tot 1955";"2021";"Amsterdam";3106;81
"Eengezinswoning";"1945 tot 1955";"2022";"Amsterdam";3104;81
"Eengezinswoning";"1945 tot 1955";"2023";"Amsterdam";3558;83
"Eengezinswoning";"1945 tot 1955";"2024";"Amsterdam";3560;83
"Eengezinswoning";"1945 tot 1955";"2025";"Amsterdam";3560;84
"Eengezinswoning";"1945 tot 1955";"2026";"Amsterdam";3559;87
"Eengezinswoning";"1945 tot 1955";"2012";"'s-Gravenhage (gemeente)";1184;134
"Eengezinswoning";"1945 tot 1955";"2013";"'s-Gravenhage (gemeente)";1187;135
"Eengezinswoning";"1945 tot 1955";"2014";"'s-Gravenhage (gemeente)";1200;135
"Eengezinswoning";"1945 tot 1955";"2015";"'s-Gravenhage (gemeente)";1200;135
"Eengezinswoning";"1945 tot 1955";"2016";"'s-Gravenhage (gemeente)";1203;135
"Eengezinswoning";"1945 tot 1955";"2017";"'s-Gravenhage (gemeente)";1197;136
"Eengezinswoning";"1945 tot 1955";"2018";"'s-Gravenhage (gemeente)";1195;136
"Eengezinswoning";"1945 tot 1955";"2019";"'s-Gravenhage (gemeente)";1199;137
"Eengezinswoning";"1945 tot 1955";"2020";"'s-Gravenhage (gemeente)";1201;137
"Eengezinswoning";"1945 tot 1955";"2021";"'s-Gravenhage (gemeente)";1207;138
"Eengezinswoning";"1945 tot 1955";"2022";"'s-Gravenhage (gemeente)";1210;138
"Eengezinswoning";"1945 tot 1955";"2023";"'s-Gravenhage (gemeente)";1212;139
"Eengezinswoning";"1945 tot 1955";"2024";"'s-Gravenhage (gemeente)";1214;139
"Eengezinswoning";"1945 tot 1955";"2025";"'s-Gravenhage (gemeente)";1215;140
"Eengezinswoning";"1945 tot 1955";"2026";"'s-Gravenhage (gemeente)";1219;140
"Eengezinswoning";"1945 tot 1955";"2012";"Rotterdam";2538;104
"Eengezinswoning";"1945 tot 1955";"2013";"Rotterdam";2549;105
"Eengezinswoning";"1945 tot 1955";"2014";"Rotterdam";2548;104
"Eengezinswoning";"1945 tot 1955";"2015";"Rotterdam";2549;104
"Eengezinswoning";"1945 tot 1955";"2016";"Rotterdam";2545;104
"Eengezinswoning";"1945 tot 1955";"2017";"Rotterdam";2546;105
"Eengezinswoning";"1945 tot 1955";"2018";"Rotterdam";2548;105
"Eengezinswoning";"1945 tot 1955";"2019";"Rotterdam";2401;107
"Eengezinswoning";"1945 tot 1955";"2020";"Rotterdam";2359;108
"Eengezinswoning";"1945 tot 1955";"2021";"Rotterdam";2361;107
"Eengezinswoning";"1945 tot 1955";"2022";"Rotterdam";2359;108
"Eengezinswoning";"1945 tot 1955";"2023";"Rotterdam";2359;108
"Eengezinswoning";"1945 tot 1955";"2024";"Rotterdam";2319;109
"Eengezinswoning";"1945 tot 1955";"2025";"Rotterdam";2186;112
"Eengezinswoning";"1945 tot 1955";"2026";"Rotterdam";2232;112
"Eengezinswoning";"1945 tot 1955";"2012";"Utrecht (gemeente)";1861;97
"Eengezinswoning";"1945 tot 1955";"2013";"Utrecht (gemeente)";1862;97
"Eengezinswoning";"1945 tot 1955";"2014";"Utrecht (gemeente)";1859;97
"Eengezinswoning";"1945 tot 1955";"2015";"Utrecht (gemeente)";1858;97
"Eengezinswoning";"1945 tot 1955";"2016";"Utrecht (gemeente)";1859;97
"Eengezinswoning";"1945 tot 1955";"2017";"Utrecht (gemeente)";1853;98
"Eengezinswoning";"1945 tot 1955";"2018";"Utrecht (gemeente)";1851;98
"Eengezinswoning";"1945 tot 1955";"2019";"Utrecht (gemeente)";1851;99
"Eengezinswoning";"1945 tot 1955";"2020";"Utrecht (gemeente)";1852;99
"Eengezinswoning";"1945 tot 1955";"2021";"Utrecht (gemeente)";1863;99
"Eengezinswoning";"1945 tot 1955";"2022";"Utrecht (gemeente)";1862;97
"Eengezinswoning";"1945 tot 1955";"2023";"Utrecht (gemeente)";1851;98
"Eengezinswoning";"1945 tot 1955";"2024";"Utrecht (gemeente)";1848;98
"Eengezinswoning";"1945 tot 1955";"2025";"Utrecht (gemeente)";1844;98
"Eengezinswoning";"1945 tot 1955";"2026";"Utrecht (gemeente)";1844;98
"Eengezinswoning";"1985 tot 1995";"2012";"Nederland";699625;130
"Eengezinswoning";"1985 tot 1995";"2013";"Nederland";698133;131
"Eengezinswoning";"1985 tot 1995";"2014";"Nederland";698068;131
"Eengezinswoning";"1985 tot 1995";"2015";"Nederland";697739;131
"Eengezinswoning";"1985 tot 1995";"2016";"Nederland";697632;131
"Eengezinswoning";"1985 tot 1995";"2017";"Nederland";697197;131
"Eengezinswoning";"1985 tot 1995";"2018";"Nederland";696556;131
"Eengezinswoning";"1985 tot 1995";"2019";"Nederland";696266;132
"Eengezinswoning";"1985 tot 1995";"2020";"Nederland";695897;132
"Eengezinswoning";"1985 tot 1995";"2021";"Nederland";695819;132
"Eengezinswoning";"1985 tot 1995";"2022";"Nederland";696215;133
"Eengezinswoning";"1985 tot 1995";"2023";"Nederland";695823;134
"Eengezinswoning";"1985 tot 1995";"2024";"Nederland";695410;134
"Eengezinswoning";"1985 tot 1995";"2025";"Nederland";694458;135
"Eengezinswoning";"1985 tot 1995";"2026";"Nederland";694053;135
"Eengezinswoning";"1985 tot 1995";"2012";"Amsterdam";10548;94
"Eengezinswoning";"1985 tot 1995";"2013";"Amsterdam";10549;95
"Eengezinswoning";"1985 tot 1995";"2014";"Amsterdam";10554;96
"Eengezinswoning";"1985 tot 1995";"2015";"Amsterdam";10523;96
"Eengezinswoning";"1985 tot 1995";"2016";"Amsterdam";10517;96
