"Woningtype";"Bouwjaarklasse";"Perioden";"Regio's";"Beginstand woningvoorraad (aantal)";"Gemiddelde oppervlakte (m2)"
"Totaal";"2005 tot 2015";"2021";"Achterhoek (CR)";14223;133
"Totaal";"2005 tot 2015";"2021";"Arnhem/Nijmegen (CR)";32335;123
"Totaal";"2005 tot 2015";"2021";"Zuidwest-Gelderland (CR)";9263;131
"Totaal";"2005 tot 2015";"2021";"Utrecht (CR)";55926;121
"Totaal";"2005 tot 2015";"2021";"Kop van Noord-Holland (CR)";13407;134
"Totaal";"2005 tot 2015";"2021";"Alkmaar en omgeving (CR)";9273;115
"Totaal";"2005 tot 2015";"2021";"IJmond (CR)";8568;121
"Totaal";"2005 tot 2015";"2021";"Agglomeratie Haarlem (CR)";6873;111
"Totaal";"2005 tot 2015";"2021";"Zaanstreek (CR)";7653;115
"Totaal";"2005 tot 2015";"2021";"Groot-Amsterdam (CR)";60780;105
"Totaal";"2005 tot 2015";"2021";"Het Gooi en Vechtstreek (CR)";5930;128
"Totaal";"2005 tot 2015";"2021";"Agglomeratie Leiden en Bollenstreek (CR)";16068;121
"Totaal";"2005 tot 2015";"2021";"Agglomeratie 's-Gravenhage (CR)";34153;119
"Totaal";"2005 tot 2015";"2021";"Delft en Westland (CR)";10918;113
"Totaal";"2005 tot 2015";"2021";"Oost-Zuid-Holland (CR)";11491;122
"Totaal";"2005 tot 2015";"2021";"Groot-Rijnmond (CR)";56848;117
"Totaal";"2005 tot 2015";"2021";"Zuidoost-Zuid-Holland (CR)";13998;120
"Totaal";"2005 tot 2015";"2021";"Zeeuwsch-Vlaanderen (CR)";3091;153
"Totaal";"2005 tot 2015";"2021";"Overig Zeeland (CR)";10321;130
"Totaal";"2005 tot 2015";"2021";"West-Noord-Brabant (CR)";24824;127
"Totaal";"2005 tot 2015";"2021";"Midden-Noord-Brabant (CR)";21527;115
"Totaal";"2005 tot 2015";"2021";"Noordoost-Noord-Brabant (CR)";26789;135
"Totaal";"2005 tot 2015";"2021";"Zuidoost-Noord-Brabant (CR)";31110;135
"Totaal";"2005 tot 2015";"2021";"Noord-Limburg (CR)";10005;143
"Totaal";"2005 tot 2015";"2021";"Midden-Limburg (CR)";8343;142
"Totaal";"2005 tot 2015";"2021";"Zuid-Limburg (CR)";14385;129
"Totaal";"2005 tot 2015";"2021";"Flevoland (CR)";19544;131
"Totaal";"2005 tot 2015";"2021";"Niet in te delen (CR)";0;
"Totaal";"2005 tot 2015";"2021";"Amsterdam";38650;94
"Totaal";"2005 tot 2015";"2021";"'s-Gravenhage (gemeente)";20055;113
"Totaal";"2005 tot 2015";"2021";"Rotterdam";22840;108
"Totaal";"2005 tot 2015";"2021";"Utrecht (gemeente)";21240;106
"Totaal";"2015 tot 2025";"2021";"Nederland";368948;118
"Totaal";"2015 tot 2025";"2021";"Noord-Nederland (LD)";30694;118
"Totaal";"2015 tot 2025";"2021";"Oost-Nederland (LD)";84300;128
"Totaal";"2015 tot 2025";"2021";"West-Nederland (LD)";183225;110
"Totaal";"2015 tot 2025";"2021";"Zuid-Nederland (LD)";70729;127
"Totaal";"2015 tot 2025";"2021";"Niet in te delen (LD)";0;
"Totaal";"2015 tot 2025";"2021";"Groningen (PV)";12419;100
"Totaal";"2015 tot 2025";"2021";"Fryslân (PV)";10622;130
"Totaal";"2015 tot 2025";"2021";"Drenthe (PV)";7653;131
"Totaal";"2015 tot 2025";"2021";"Overijssel (PV)";22649;136
"Totaal";"2015 tot 2025";"2021";"Flevoland (PV)";12461;115
"Totaal";"2015 tot 2025";"2021";"Gelderland (PV)";49190;127
"Totaal";"2015 tot 2025";"2021";"Utrecht (PV)";33905;112
"Totaal";"2015 tot 2025";"2021";"Noord-Holland (PV)";69585;98
"Totaal";"2015 tot 2025";"2021";"Zuid-Holland (PV)";72442;118
"Totaal";"2015 tot 2025";"2021";"Zeeland (PV)";7293;126
"Totaal";"2015 tot 2025";"2021";"Noord-Brabant (PV)";58160;126
"Totaal";"2015 tot 2025";"2021";"Limburg (PV)";12569;130
"Totaal";"2015 tot 2025";"2021";"Niet in te delen (PV)";0;
"Totaal";"2015 tot 2025";"2021";"Oost-Groningen (CR)";1162;140
"Totaal";"2015 tot 2025";"2021";"Delfzijl en omgeving (CR)";794;115
"Totaal";"2015 tot 2025";"2021";"Overig Groningen (CR)";10463;94
"Totaal";"2015 tot 2025";"2021";"Noord-Friesland (CR)";5435;131
"Totaal";"2015 tot 2025";"2021";"Zuidwest-Friesland (CR)";2021;137
"Totaal";"2015 tot 2025";"2021";"Zuidoost-Friesland (CR)";3166;124
"Totaal";"2015 tot 2025";"2021";"Noord-Drenthe (CR)";3303;130
"Totaal";"2015 tot 2025";"2021";"Zuidoost-Drenthe (CR)";1675;135
"Totaal";"2015 tot 2025";"2021";"Zuidwest-Drenthe (CR)";2675;129
"Totaal";"2015 tot 2025";"2021";"Noord-Overijssel (CR)";9633;130
"Totaal";"2015 tot 2025";"2021";"Zuidwest-Overijssel (CR)";2872;133
"Totaal";"2015 tot 2025";"2021";"Twente (CR)";10144;144
"Totaal";"2015 tot 2025";"2021";"Veluwe (CR)";19922;125
"Totaal";"2015 tot 2025";"2021";"Achterhoek (CR)";6332;137
"Totaal";"2015 tot 2025";"2021";"Arnhem/Nijmegen (CR)";16393;121
"Totaal";"2015 tot 2025";"2021";"Zuidwest-Gelderland (CR)";6543;138
"Totaal";"2015 tot 2025";"2021";"Utrecht (CR)";33905;112
"Totaal";"2015 tot 2025";"2021";"Kop van Noord-Holland (CR)";6614;131
"Totaal";"2015 tot 2025";"2021";"Alkmaar en omgeving (CR)";5052;126
"Totaal";"2015 tot 2025";"2021";"IJmond (CR)";3249;118
"Totaal";"2015 tot 2025";"2021";"Agglomeratie Haarlem (CR)";3497;113
"Totaal";"2015 tot 2025";"2021";"Zaanstreek (CR)";2610;113
"Totaal";"2015 tot 2025";"2021";"Groot-Amsterdam (CR)";43526;82
"Totaal";"2015 tot 2025";"2021";"Het Gooi en Vechtstreek (CR)";5037;138
"Totaal";"2015 tot 2025";"2021";"Agglomeratie Leiden en Bollenstreek (CR)";12555;106
"Totaal";"2015 tot 2025";"2021";"Agglomeratie 's-Gravenhage (CR)";15996;105
"Totaal";"2015 tot 2025";"2021";"Delft en Westland (CR)";6466;122
"Totaal";"2015 tot 2025";"2021";"Oost-Zuid-Holland (CR)";8865;129
"Totaal";"2015 tot 2025";"2021";"Groot-Rijnmond (CR)";22532;124
"Totaal";"2015 tot 2025";"2021";"Zuidoost-Zuid-Holland (CR)";6028;132
"Totaal";"2015 tot 2025";"2021";"Zeeuwsch-Vlaanderen (CR)";1772;129
"Totaal";"2015 tot 2025";"2021";"Overig Zeeland (CR)";5521;125
"Totaal";"2015 tot 2025";"2021";"West-Noord-Brabant (CR)";10883;125
"Totaal";"2015 tot 2025";"2021";"Midden-Noord-Brabant (CR)";12349;123
"Totaal";"2015 tot 2025";"2021";"Noordoost-Noord-Brabant (CR)";16254;131
"Totaal";"2015 tot 2025";"2021";"Zuidoost-Noord-Brabant (CR)";18674;124
"Totaal";"2015 tot 2025";"2021";"Noord-Limburg (CR)";3926;134
"Totaal";"2015 tot 2025";"2021";"Midden-Limburg (CR)";3483;140
"Totaal";"2015 tot 2025";"2021";"Zuid-Limburg (CR)";5160;122
"Totaal";"2015 tot 2025";"2021";"Flevoland (CR)";12461;115
"Totaal";"2015 tot 2025";"2021";"Niet in te delen (CR)";0;
"Totaal";"2015 tot 2025";"2021";"Amsterdam";30484;68
"Totaal";"2015 tot 2025";"2021";"'s-Gravenhage (gemeente)";10230;89
"Totaal";"2015 tot 2025";"2021";"Rotterdam";7314;110
"Totaal";"2015 tot 2025";"2021";"Utrecht (gemeente)";13059;88
"Eengezinswoning";"Totaal";"2021";"Nederland";5095799;141
"Eengezinswoning";"Totaal";"2021";"Noord-Nederland (LD)";613503;151
"Eengezinswoning";"Totaal";"2021";"Oost-Nederland (LD)";1205656;142
"Eengezinswoning";"Totaal";"2021";"West-Nederland (LD)";2024198;131
"Eengezinswoning";"Totaal";"2021";"Zuid-Nederland (LD)";1252442;150
"Eengezinswoning";"Totaal";"2021";"Niet in te delen (LD)";0;
"Eengezinswoning";"Totaal";"2021";"Groningen (PV)";185652;153
"Eengezinswoning";"Totaal";"2021";"Fryslân (PV)";245114;151
"Eengezinswoning";"Totaal";"2021";"Drenthe (PV)";182737;148
"Eengezinswoning";"Totaal";"2021";"Overijssel (PV)";385901;143
"Eengezinswoning";"Totaal";"2021";"Flevoland (PV)";136721;139
"Eengezinswoning";"Totaal";"2021";"Gelderland (PV)";683034;142
"Eengezinswoning";"Totaal";"2021";"Utrecht (PV)";372061;134
"Eengezinswoning";"Totaal";"2021";"Noord-Holland (PV)";672818;129
"Eengezinswoning";"Totaal";"2021";"Zuid-Holland (PV)";827250;130
"Eengezinswoning";"Totaal";"2021";"Zeeland (PV)";152069;132
"Eengezinswoning";"Totaal";"2021";"Noord-Brabant (PV)";863061;148
"Eengezinswoning";"Totaal";"2021";"Limburg (PV)";389381;156
"Eengezinswoning";"Totaal";"2021";"Niet in te delen (PV)";0;
"Eengezinswoning";"Totaal";"2021";"Oost-Groningen (CR)";52586;147
"Eengezinswoning";"Totaal";"2021";"Delfzijl en omgeving (CR)";18274;154
"Eengezinswoning";"Totaal";"2021";"Overig Groningen (CR)";114792;155
"Eengezinswoning";"Totaal";"2021";"Noord-Friesland (CR)";118713;147
"Eengezinswoning";"Totaal";"2021";"Zuidwest-Friesland (CR)";55874;160
"Eengezinswoning";"Totaal";"2021";"Zuidoost-Friesland (CR)";70527;149
"Eengezinswoning";"Totaal";"2021";"Noord-Drenthe (CR)";71707;152
"Eengezinswoning";"Totaal";"2021";"Zuidoost-Drenthe (CR)";63514;140
"Eengezinswoning";"Totaal";"2021";"Zuidwest-Drenthe (CR)";47516;155
"Eengezinswoning";"Totaal";"2021";"Noord-Overijssel (CR)";124031;146
"Eengezinswoning";"Totaal";"2021";"Zuidwest-Overijssel (CR)";51645;140
"Eengezinswoning";"Totaal";"2021";"Twente (CR)";210225;142
"Eengezinswoning";"Totaal";"2021";"Veluwe (CR)";219722;138
"Eengezinswoning";"Totaal";"2021";"Achterhoek (CR)";144581;152
"Eengezinswoning";"Totaal";"2021";"Arnhem/Nijmegen (CR)";231786;139
"Eengezinswoning";"Totaal";"2021";"Zuidwest-Gelderland (CR)";86945;144
"Eengezinswoning";"Totaal";"2021";"Utrecht (CR)";372061;134
"Eengezinswoning";"Totaal";"2021";"Kop van Noord-Holland (CR)";137234;135
"Eengezinswoning";"Totaal";"2021";"Alkmaar en omgeving (CR)";80662;129
"Eengezinswoning";"Totaal";"2021";"IJmond (CR)";58735;123
"Eengezinswoning";"Totaal";"2021";"Agglomeratie Haarlem (CR)";58864;133
"Eengezinswoning";"Totaal";"2021";"Zaanstreek (CR)";48860;118
"Eengezinswoning";"Totaal";"2021";"Groot-Amsterdam (CR)";208522;126
"Eengezinswoning";"Totaal";"2021";"Het Gooi en Vechtstreek (CR)";79941;138
"Eengezinswoning";"Totaal";"2021";"Agglomeratie Leiden en Bollenstreek (CR)";115153;129
"Eengezinswoning";"Totaal";"2021";"Agglomeratie 's-Gravenhage (CR)";136155;142
"Eengezinswoning";"Totaal";"2021";"Delft en Westland (CR)";58102;129
"Eengezinswoning";"Totaal";"2021";"Oost-Zuid-Holland (CR)";101464;131
"Eengezinswoning";"Totaal";"2021";"Groot-Rijnmond (CR)";310256;127
"Eengezinswoning";"Totaal";"2021";"Zuidoost-Zuid-Holland (CR)";106120;126
"Eengezinswoning";"Totaal";"2021";"Zeeuwsch-Vlaanderen (CR)";46346;137
"Eengezinswoning";"Totaal";"2021";"Overig Zeeland (CR)";105723;130
"Eengezinswoning";"Totaal";"2021";"West-Noord-Brabant (CR)";213848;141
"Eengezinswoning";"Totaal";"2021";"Midden-Noord-Brabant (CR)";162584;142
"Eengezinswoning";"Totaal";"2021";"Noordoost-Noord-Brabant (CR)";220699;153
"Eengezinswoning";"Totaal";"2021";"Zuidoost-Noord-Brabant (CR)";265930;152
"Eengezinswoning";"Totaal";"2021";"Noord-Limburg (CR)";100681;157
"Eengezinswoning";"Totaal";"2021";"Midden-Limburg (CR)";87379;162
"Eengezinswoning";"Totaal";"2021";"Zuid-Limburg (CR)";201321;153
"Eengezinswoning";"Totaal";"2021";"Flevoland (CR)";136721;139
"Eengezinswoning";"Totaal";"2021";"Niet in te delen (CR)";0;
"Eengezinswoning";"Totaal";"2021";"Amsterdam";54380;113
"Eengezinswoning";"Totaal";"2021";"'s-Gravenhage (gemeente)";56307;149
"Eengezinswoning";"Totaal";"2021";"Rotterdam";81205;123
"Eengezinswoning";"Totaal";"2021";"Utrecht (gemeente)";68405;120
"Eengezinswoning";"1000 tot 1850";"2021";"Nederland";31746;237
"Eengezinswoning";"1000 tot 1850";"2021";"Noord-Nederland (LD)";4272;309
"Eengezinswoning";"1000 tot 1850";"2021";"Oost-Nederland (LD)";5221;269
"Eengezinswoning";"1000 tot 1850";"2021";"West-Nederland (LD)";15786;190
"Eengezinswoning";"1000 tot 1850";"2021";"Zuid-Nederland (LD)";6467;277
"Eengezinswoning";"1000 tot 1850";"2021";"Niet in te delen (LD)";0;
"Eengezinswoning";"1000 tot 1850";"2021";"Groningen (PV)";918;412
"Eengezinswoning";"1000 tot 1850";"2021";"Fryslân (PV)";2715;272
"Eengezinswoning";"1000 tot 1850";"2021";"Drenthe (PV)";639;317
"Eengezinswoning";"1000 tot 1850";"2021";"Overijssel (PV)";1345;263
"Eengezinswoning";"1000 tot 1850";"2021";"Flevoland (PV)";8;
"Eengezinswoning";"1000 tot 1850";"2021";"Gelderland (PV)";3868;272
"Eengezinswoning";"1000 tot 1850";"2021";"Utrecht (PV)";2750;213
"Eengezinswoning";"1000 tot 1850";"2021";"Noord-Holland (PV)";4898;183
"Eengezinswoning";"1000 tot 1850";"2021";"Zuid-Holland (PV)";5655;184
"Eengezinswoning";"1000 tot 1850";"2021";"Zeeland (PV)";2483;195
"Eengezinswoning";"1000 tot 1850";"2021";"Noord-Brabant (PV)";2965;275
"Eengezinswoning";"1000 tot 1850";"2021";"Limburg (PV)";3502;279
"Eengezinswoning";"1000 tot 1850";"2021";"Niet in te delen (PV)";0;
"Eengezinswoning";"1000 tot 1850";"2021";"Oost-Groningen (CR)";129;434
"Eengezinswoning";"1000 tot 1850";"2021";"Delfzijl en omgeving (CR)";143;336
"Eengezinswoning";"1000 tot 1850";"2021";"Overig Groningen (CR)";646;424
"Eengezinswoning";"1000 tot 1850";"2021";"Noord-Friesland (CR)";1758;264
"Eengezinswoning";"1000 tot 1850";"2021";"Zuidwest-Friesland (CR)";738;284
"Eengezinswoning";"1000 tot 1850";"2021";"Zuidoost-Friesland (CR)";219;290
"Eengezinswoning";"1000 tot 1850";"2021";"Noord-Drenthe (CR)";244;344
"Eengezinswoning";"1000 tot 1850";"2021";"Zuidoost-Drenthe (CR)";132;265
"Eengezinswoning";"1000 tot 1850";"2021";"Zuidwest-Drenthe (CR)";263;318
"Eengezinswoning";"1000 tot 1850";"2021";"Noord-Overijssel (CR)";609;243
"Eengezinswoning";"1000 tot 1850";"2021";"Zuidwest-Overijssel (CR)";352;255
"Eengezinswoning";"1000 tot 1850";"2021";"Twente (CR)";384;302
"Eengezinswoning";"1000 tot 1850";"2021";"Veluwe (CR)";838;253
"Eengezinswoning";"1000 tot 1850";"2021";"Achterhoek (CR)";995;306
"Eengezinswoning";"1000 tot 1850";"2021";"Arnhem/Nijmegen (CR)";911;298
"Eengezinswoning";"1000 tot 1850";"2021";"Zuidwest-Gelderland (CR)";1124;234
"Eengezinswoning";"1000 tot 1850";"2021";"Utrecht (CR)";2750;213
"Eengezinswoning";"1000 tot 1850";"2021";"Kop van Noord-Holland (CR)";1249;192
"Eengezinswoning";"1000 tot 1850";"2021";"Alkmaar en omgeving (CR)";307;205
"Eengezinswoning";"1000 tot 1850";"2021";"IJmond (CR)";99;210
"Eengezinswoning";"1000 tot 1850";"2021";"Agglomeratie Haarlem (CR)";466;153
"Eengezinswoning";"1000 tot 1850";"2021";"Zaanstreek (CR)";133;168
"Eengezinswoning";"1000 tot 1850";"2021";"Groot-Amsterdam (CR)";2220;182
"Eengezinswoning";"1000 tot 1850";"2021";"Het Gooi en Vechtstreek (CR)";424;184
"Eengezinswoning";"1000 tot 1850";"2021";"Agglomeratie Leiden en Bollenstreek (CR)";1771;147
"Eengezinswoning";"1000 tot 1850";"2021";"Agglomeratie 's-Gravenhage (CR)";468;191
"Eengezinswoning";"1000 tot 1850";"2021";"Delft en Westland (CR)";517;190
"Eengezinswoning";"1000 tot 1850";"2021";"Oost-Zuid-Holland (CR)";762;204
"Eengezinswoning";"1000 tot 1850";"2021";"Groot-Rijnmond (CR)";1204;218
"Eengezinswoning";"1000 tot 1850";"2021";"Zuidoost-Zuid-Holland (CR)";933;186
"Eengezinswoning";"1000 tot 1850";"2021";"Zeeuwsch-Vlaanderen (CR)";257;236
"Eengezinswoning";"1000 tot 1850";"2021";"Overig Zeeland (CR)";2226;190
"Eengezinswoning";"1000 tot 1850";"2021";"West-Noord-Brabant (CR)";1009;252
"Eengezinswoning";"1000 tot 1850";"2021";"Midden-Noord-Brabant (CR)";461;304
"Eengezinswoning";"1000 tot 1850";"2021";"Noordoost-Noord-Brabant (CR)";1019;279
"Eengezinswoning";"1000 tot 1850";"2021";"Zuidoost-Noord-Brabant (CR)";476;286
"Eengezinswoning";"1000 tot 1850";"2021";"Noord-Limburg (CR)";311;295
"Eengezinswoning";"1000 tot 1850";"2021";"Midden-Limburg (CR)";782;309
"Eengezinswoning";"1000 tot 1850";"2021";"Zuid-Limburg (CR)";2409;267
"Eengezinswoning";"1000 tot 1850";"2021";"Flevoland (CR)";8;
"Eengezinswoning";"1000 tot 1850";"2021";"Niet in te delen (CR)";0;
"Eengezinswoning";"1000 tot 1850";"2021";"Amsterdam";1823;171
"Eengezinswoning";"1000 tot 1850";"2021";"'s-Gravenhage (gemeente)";328;167
"Eengezinswoning";"1000 tot 1850";"2021";"Rotterdam";13;
"Eengezinswoning";"1000 tot 1850";"2021";"Utrecht (gemeente)";793;155
"Eengezinswoning";"1945 tot 1955";"2021";"Nederland";245210;125
"Eengezinswoning";"1945 tot 1955";"2021";"Noord-Nederland (LD)";25985;128
"Eengezinswoning";"1945 tot 1955";"2021";"Oost-Nederland (LD)";57378;133
"Eengezinswoning";"1945 tot 1955";"2021";"West-Nederland (LD)";83089;111
"Eengezinswoning";"1945 tot 1955";"2021";"Zuid-Nederland (LD)";78758;134
"Eengezinswoning";"1945 tot 1955";"2021";"Niet in te delen (LD)";0;
"Eengezinswoning";"1945 tot 1955";"2021";"Groningen (PV)";6901;132
"Eengezinswoning";"1945 tot 1955";"2021";"Fryslân (PV)";8583;130
"Eengezinswoning";"1945 tot 1955";"2021";"Drenthe (PV)";10501;124
"Eengezinswoning";"1945 tot 1955";"2021";"Overijssel (PV)";17103;123
"Eengezinswoning";"1945 tot 1955";"2021";"Flevoland (PV)";3187;267
"Eengezinswoning";"1945 tot 1955";"2021";"Gelderland (PV)";37088;127
"Eengezinswoning";"1945 tot 1955";"2021";"Utrecht (PV)";12936;118
"Eengezinswoning";"1945 tot 1955";"2021";"Noord-Holland (PV)";30783;110
"Eengezinswoning";"1945 tot 1955";"2021";"Zuid-Holland (PV)";28940;107
"Eengezinswoning";"1945 tot 1955";"2021";"Zeeland (PV)";10430;116
"Eengezinswoning";"1945 tot 1955";"2021";"Noord-Brabant (PV)";45766;132
"Eengezinswoning";"1945 tot 1955";"2021";"Limburg (PV)";32992;137
"Eengezinswoning";"1945 tot 1955";"2021";"Niet in te delen (PV)";0;
"Eengezinswoning";"1945 tot 1955";"2021";"Oost-Groningen (CR)";2605;122
"Eengezinswoning";"1945 tot 1955";"2021";"Delfzijl en omgeving (CR)";1033;153
"Eengezinswoning";"1945 tot 1955";"2021";"Overig Groningen (CR)";3263;133
"Eengezinswoning";"1945 tot 1955";"2021";"Noord-Friesland (CR)";4141;121
"Eengezinswoning";"1945 tot 1955";"2021";"Zuidwest-Friesland (CR)";1908;144
"Eengezinswoning";"1945 tot 1955";"2021";"Zuidoost-Friesland (CR)";2534;132
"Eengezinswoning";"1945 tot 1955";"2021";"Noord-Drenthe (CR)";3496;128
"Eengezinswoning";"1945 tot 1955";"2021";"Zuidoost-Drenthe (CR)";4123;117
"Eengezinswoning";"1945 tot 1955";"2021";"Zuidwest-Drenthe (CR)";2882;129
"Eengezinswoning";"1945 tot 1955";"2021";"Noord-Overijssel (CR)";4512;138
"Eengezinswoning";"1945 tot 1955";"2021";"Zuidwest-Overijssel (CR)";2394;118
"Eengezinswoning";"1945 tot 1955";"2021";"Twente (CR)";10197;117
"Eengezinswoning";"1945 tot 1955";"2021";"Veluwe (CR)";10940;121
"Eengezinswoning";"1945 tot 1955";"2021";"Achterhoek (CR)";7528;132
"Eengezinswoning";"1945 tot 1955";"2021";"Arnhem/Nijmegen (CR)";13833;127
"Eengezinswoning";"1945 tot 1955";"2021";"Zuidwest-Gelderland (CR)";4787;132
"Eengezinswoning";"1945 tot 1955";"2021";"Utrecht (CR)";12936;118
"Eengezinswoning";"1945 tot 1955";"2021";"Kop van Noord-Holland (CR)";5506;120
"Eengezinswoning";"1945 tot 1955";"2021";"Alkmaar en omgeving (CR)";2106;123
"Eengezinswoning";"1945 tot 1955";"2021";"IJmond (CR)";4090;109
"Eengezinswoning";"1945 tot 1955";"2021";"Agglomeratie Haarlem (CR)";2926;122
"Eengezinswoning";"1945 tot 1955";"2021";"Zaanstreek (CR)";1899;93
"Eengezinswoning";"1945 tot 1955";"2021";"Groot-Amsterdam (CR)";7710;98
"Eengezinswoning";"1945 tot 1955";"2021";"Het Gooi en Vechtstreek (CR)";6546;114
"Eengezinswoning";"1945 tot 1955";"2021";"Agglomeratie Leiden en Bollenstreek (CR)";5864;106
"Eengezinswoning";"1945 tot 1955";"2021";"Agglomeratie 's-Gravenhage (CR)";3263;132
"Eengezinswoning";"1945 tot 1955";"2021";"Delft en Westland (CR)";2518;108
"Eengezinswoning";"1945 tot 1955";"2021";"Oost-Zuid-Holland (CR)";3222;103
"Eengezinswoning";"1945 tot 1955";"2021";"Groot-Rijnmond (CR)";9518;104
"Eengezinswoning";"1945 tot 1955";"2021";"Zuidoost-Zuid-Holland (CR)";4555;97
"Eengezinswoning";"1945 tot 1955";"2021";"Zeeuwsch-Vlaanderen (CR)";3588;129
"Eengezinswoning";"1945 tot 1955";"2021";"Overig Zeeland (CR)";6842;109
"Eengezinswoning";"1945 tot 1955";"2021";"West-Noord-Brabant (CR)";11808;124
"Eengezinswoning";"1945 tot 1955";"2021";"Midden-Noord-Brabant (CR)";8230;127
"Eengezinswoning";"1945 tot 1955";"2021";"Noordoost-Noord-Brabant (CR)";10914;142
"Eengezinswoning";"1945 tot 1955";"2021";"Zuidoost-Noord-Brabant (CR)";14814;132
"Eengezinswoning";"1945 tot 1955";"2021";"Noord-Limburg (CR)";6805;149
"Eengezinswoning";"1945 tot 1955";"2021";"Midden-Limburg (CR)";5688;150
"Eengezinswoning";"1945 tot 1955";"2021";"Zuid-Limburg (CR)";20499;129
"Eengezinswoning";"1945 tot 1955";"2021";"Flevoland (CR)";3187;267
"Eengezinswoning";"1945 tot 1955";"2021";"Niet in te delen (CR)";0;
"Eengezinswoning";"1945 tot 1955";"2021";"Amsterdam";3106;81
"Eengezinswoning";"1945 tot 1955";"2021";"'s-Gravenhage (gemeente)";1207;138
"Eengezinswoning";"1945 tot 1955";"2021";"Rotterdam";2361;107
"Eengezinswoning";"1945 tot 1955";"2021";"Utrecht (gemeente)";1863;99
"Eengezinswoning";"1985 tot 1995";"2021";"Nederland";695819;132
"Eengezinswoning";"1985 tot 1995";"2021";"Noord-Nederland (LD)";69376;140
"Eengezinswoning";"1985 tot 1995";"2021";"Oost-Nederland (LD)";172744;132
"Eengezinswoning";"1985 tot 1995";"2021";"West-Nederland (LD)";277622;124
"Eengezinswoning";"1985 tot 1995";"2021";"Zuid-Nederland (LD)";176077;141
"Eengezinswoning";"1985 tot 1995";"2021";"Niet in te delen (LD)";0;
"Eengezinswoning";"1985 tot 1995";"2021";"Groningen (PV)";18367;135
"Eengezinswoning";"1985 tot 1995";"2021";"Fryslân (PV)";25130;142
"Eengezinswoning";"1985 tot 1995";"2021";"Drenthe (PV)";25879;140
"Eengezinswoning";"1985 tot 1995";"2021";"Overijssel (PV)";50252;141
"Eengezinswoning";"1985 tot 1995";"2021";"Flevoland (PV)";31023;124
"Eengezinswoning";"1985 tot 1995";"2021";"Gelderland (PV)";91469;130
"Eengezinswoning";"1985 tot 1995";"2021";"Utrecht (PV)";53584;127
"Eengezinswoning";"1985 tot 1995";"2021";"Noord-Holland (PV)";92990;120
"Eengezinswoning";"1985 tot 1995";"2021";"Zuid-Holland (PV)";115658;124
"Eengezinswoning";"1985 tot 1995";"2021";"Zeeland (PV)";15390;132
"Eengezinswoning";"1985 tot 1995";"2021";"Noord-Brabant (PV)";128517;141
"Eengezinswoning";"1985 tot 1995";"2021";"Limburg (PV)";47560;143
"Eengezinswoning";"1985 tot 1995";"2021";"Niet in te delen (PV)";0;
"Eengezinswoning";"1985 tot 1995";"2021";"Oost-Groningen (CR)";4827;133
"Eengezinswoning";"1985 tot 1995";"2021";"Delfzijl en omgeving (CR)";1558;132
"Eengezinswoning";"1985 tot 1995";"2021";"Overig Groningen (CR)";11982;136
"Eengezinswoning";"1985 tot 1995";"2021";"Noord-Friesland (CR)";11193;141
"Eengezinswoning";"1985 tot 1995";"2021";"Zuidwest-Friesland (CR)";6521;149
"Eengezinswoning";"1985 tot 1995";"2021";"Zuidoost-Friesland (CR)";7416;138
"Eengezinswoning";"1985 tot 1995";"2021";"Noord-Drenthe (CR)";11238;138
"Eengezinswoning";"1985 tot 1995";"2021";"Zuidoost-Drenthe (CR)";8187;133
"Eengezinswoning";"1985 tot 1995";"2021";"Zuidwest-Drenthe (CR)";6454;153
"Eengezinswoning";"1985 tot 1995";"2021";"Noord-Overijssel (CR)";16100;140
"Eengezinswoning";"1985 tot 1995";"2021";"Zuidwest-Overijssel (CR)";7241;137
"Eengezinswoning";"1985 tot 1995";"2021";"Twente (CR)";26911;143
"Eengezinswoning";"1985 tot 1995";"2021";"Veluwe (CR)";29652;128
"Eengezinswoning";"1985 tot 1995";"2021";"Achterhoek (CR)";17863;137
"Eengezinswoning";"1985 tot 1995";"2021";"Arnhem/Nijmegen (CR)";31438;127
"Eengezinswoning";"1985 tot 1995";"2021";"Zuidwest-Gelderland (CR)";12516;137
"Eengezinswoning";"1985 tot 1995";"2021";"Utrecht (CR)";53584;127
"Eengezinswoning";"1985 tot 1995";"2021";"Kop van Noord-Holland (CR)";16504;128
"Eengezinswoning";"1985 tot 1995";"2021";"Alkmaar en omgeving (CR)";10412;125
"Eengezinswoning";"1985 tot 1995";"2021";"IJmond (CR)";9970;117
"Eengezinswoning";"1985 tot 1995";"2021";"Agglomeratie Haarlem (CR)";4903;117
"Eengezinswoning";"1985 tot 1995";"2021";"Zaanstreek (CR)";6610;114
"Eengezinswoning";"1985 tot 1995";"2021";"Groot-Amsterdam (CR)";40465;116
"Eengezinswoning";"1985 tot 1995";"2021";"Het Gooi en Vechtstreek (CR)";4126;141
"Eengezinswoning";"1985 tot 1995";"2021";"Agglomeratie Leiden en Bollenstreek (CR)";17727;124
"Eengezinswoning";"1985 tot 1995";"2021";"Agglomeratie 's-Gravenhage (CR)";15940;125
"Eengezinswoning";"1985 tot 1995";"2021";"Delft en Westland (CR)";8507;126
"Eengezinswoning";"1985 tot 1995";"2021";"Oost-Zuid-Holland (CR)";16533;128
